"Product_Collection","Vertical_Segment","Age","Lithography","Recommended_Customer_Price","nb_of_Threads","Cache","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Intel_Hyper_Threading_Technology_","Processor_Base_Frequency"
"Legacy IntelA Processors","Desktop",404,90,316,4,22,115,8,17.1,"Yes",3.73
"Legacy IntelA Processors","Desktop",102,130,224,4,23,102.9,144,25.6,"Yes",3.4
"Legacy IntelA Processors","Desktop",106,65,37,2,22,86,144,17,"Yes",3
"Legacy IntelA Processors","Desktop",204,90,369,4,12,84,8,17.1,"Yes",2.8
"Legacy IntelA Processors","Desktop",105,90,178,4,12,84,144,34.1,"Yes",2.66
"Legacy IntelA Processors","Desktop",110,90,178,8,12,89,144,34.1,"Yes",2.4
"Legacy IntelA Processors","Desktop",108,180,3692,2,2562,54.7,8,21,"No",1.4
"Legacy IntelA Processors","Mobile",100,180,1980,4,2562,15.5,4,12.8,"No",0.45
"Legacy IntelA Processors","Mobile",109,130,307,4,5122,21,144,25.6,"No",1.06
"Legacy IntelA Processors","Mobile",110,90,315,4,12,88,144,25.6,"Yes",3.06
"Legacy IntelA Processors","Mobile",312,32,52,2,23,17,16,21.3,"No",1.6
"Legacy IntelA Processors","Mobile",108,130,1100,4,5122,21,144,25.6,"No",1.06
"Legacy IntelA Processors","Mobile",316,45,75,2,5122,9,2.93,4.2,"Yes",0.233
"Legacy IntelA Processors","Desktop",409,45,20,2,542.32629249889,65,8,21,"No",0.133
"Legacy IntelA Processors","Desktop",110,90,287,2,542.32629249889,84,128,85,"No",0.12
"Legacy IntelA Processors","Desktop",106,65,64,1,542.32629249889,40,16.38,17,"No",0.1
"Legacy IntelA Processors","Desktop",408,45,12.85,2,5122,35,8,17.1,"Yes",0.166
"Legacy IntelA Processors","Desktop",199,45,326,4,2562,31.7,384,85,"No",0.15
"Legacy IntelA Processors","Desktop",106,250,1980,4,5122,21.5,8.3,85,"No",0.35
"Legacy IntelA Processors","Desktop",405,130,1980,4,5122,34.8,144,34.1,"No",0.233
"Legacy IntelA Processors","Mobile",210,32,68,2,3,18,8,12.8,"No",1.2
"Legacy IntelA Processors","Mobile",210,32,107,2,3,35,8,17.1,"No",1.86
"Legacy IntelA Processors","Desktop",209,45,77,2,22,65,8,17.1,"No",2.8
"Legacy IntelA Processors","Mobile",109,45,107,2,12,35,8,17.1,"No",2
"Legacy IntelA Processors","Desktop",308,45,72,2,22,65,144,25.6,"No",2.5
"Legacy IntelA Processors","Mobile",108,65,107,2,12,35,8,17.1,"No",2
"Legacy IntelA Processors","Desktop",104,130,1100,4,5122,81.9,384,85,"Yes",3
"Legacy IntelA Processors","Desktop",207,65,177,4,12,65,16,21,"No",1.6
"Legacy IntelA Processors","Mobile",107,65,75,2,12,31,16.38,17,"No",1.6
"Legacy IntelA Processors","Desktop",106,65,999,4,42,130,288,25.6,"Yes",3.46
"Legacy IntelA Processors","Desktop",205,90,1059,4,22,130,24,25.6,"Yes",3.2
"Legacy IntelA Processors","Mobile",106,130,1850,4,12,24.5,8,42.6,"No",1.5
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,29,144,25.6,"No",1
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,29,144,25.6,"No",1
"Legacy IntelA Processors","Desktop",306,65,74,2,42,95,8,17.1,"No",2.8
"Legacy IntelA Processors","Desktop",105,90,93,2,22,95,8,17.1,"No",2.66
"Legacy IntelA Processors","Desktop",305,130,307,4,5122,81.8,64,68,"Yes",3.06
"Legacy IntelA Processors","Desktop",204,130,307,4,5122,66.2,16,21,"Yes",2.4
"Legacy IntelA Processors","Desktop",404,130,316,4,22,110.7,16.38,21,"Yes",3.46
"Legacy IntelA Processors","Desktop",110,130,307,4,22,92.1,384,34.1,"Yes",3.2
"Legacy IntelA Processors","Desktop",405,90,494,4,22,84,128,59.7,"Yes",3
"Legacy IntelA Processors","Desktop",105,90,42,2,22,84,16,21.3,"Yes",2.8
"Legacy IntelA Processors","Desktop",305,90,178,4,12,84,8,17.1,"Yes",2.93
"Legacy IntelA Processors","Desktop",405,90,178,8,12,84,8,17.1,"Yes",2.66
"Legacy IntelA Processors","Desktop",100,130,1850,4,5122,58,16.38,85,"No",2.26
"Legacy IntelA Processors","Desktop",204,180,3692,4,2562,51.6,8,17.1,"No",1.3
"Legacy IntelA Processors","Mobile",111,180,1980,4,2562,34,144,25.6,"No",1
"Legacy IntelA Processors","Mobile",109,130,3692,4,5122,20.5,8,85,"No",1
"Legacy IntelA Processors","Mobile",100,130,3587,4,5122,59.8,16,21.3,"Yes",2.4
"IntelA Processors","Desktop",113,22,42,2,2,35,32,21,"No",2.3
"IntelA Processors","Desktop",113,22,75,2,2,55,32,21,"No",2.7
"IntelA Processors","Desktop",313,22,42,2,2,35,32,21,"No",2.4
"IntelA Processors","Desktop",114,22,42,2,2,53,32,21.3,"No",2.7
"IntelA Processors","Desktop",313,22,52,2,2,55,32,21,"No",2.8
"IntelA Processors","Desktop",114,22,42,2,2,35,32,21.3,"No",2.4
"IntelA Processors","Embedded",114,22,42,2,2,35,32,21.3,"No",2.2
"IntelA Processors","Desktop",114,22,52,2,2,53,32,21.3,"No",2.8
"IntelA Processors","Desktop",214,22,42,2,2,53,32,21.3,"No",2.8
"IntelA Processors","Desktop",214,22,42,2,2,35,32,21.3,"No",2.5
"IntelA Processors","Desktop",214,22,52,2,2,53,32,21.3,"No",2.9
"IntelA Processors","Desktop",415,14,42,2,2,51,64,34.1,"No",2.8
"IntelA Processors","Desktop",415,14,20,2,2,35,64,34.1,"No",2.6
"IntelA Processors","Embedded",116,14,107,2,2,35,64,34.1,"No",2.4
"IntelA Processors","Embedded",415,14,42,2,2,35,64,34.1,"No",2.3
"IntelA Processors","Desktop",415,14,52,2,2,51,64,34.1,"No",2.9
"IntelA Processors","Embedded",116,14,107,2,2,25,64,34.1,"No",1.6
"IntelA Processors","Desktop",117,14,42,2,2,51,64,34.1,"No",2.9
"IntelA Processors","Desktop",217,14,42,2,2,54,64,34.1,"No",2.9
"IntelA Processors","Desktop",117,14,42,2,2,35,64,34.1,"No",2.7
"IntelA Processors","Desktop",217,14,42,2,2,35,64,34.1,"No",2.7
"IntelA Processors","Desktop",117,14,52,2,2,51,64,34.1,"No",3
"IntelA Processors","Desktop",413,22,72,2,12,10,8,17.1,"No",2.41
"IntelA Processors","Desktop",413,22,82,4,22,10,8,25.6,"No",2
"IntelA Processors","Desktop",313,22,40,4,22,10,8,21.32,"No",2
"IntelA Processors","Desktop",116,14,107,2,22,6,8,21.3,"No",1.6
"IntelA Processors","Desktop",116,14,86,4,22,6,8,21.3,"No",1.6
"IntelA Processors","Desktop",316,14,107,2,2,10,8,17.1,"No",2
"IntelA Processors","Desktop",316,14,107,4,2,10,8,21.3,"No",1.5
"IntelA Processors","Mobile",413,22,107,2,1,4.5,4,6.4,"No",1.6
"IntelA Processors","Mobile",114,22,107,2,1,4.3,4,10.6,"No",1.58
"IntelA Processors","Mobile",314,22,107,2,12,4.5,4,10.66,"No",1.58
"IntelA Processors","Mobile",313,22,161,2,1,7.5,8,21.3,"No",2
"IntelA Processors","Mobile",413,22,76,2,1,7.5,8,21.3,"No",1.86
"IntelA Processors","Mobile",413,22,37,2,1,7.5,8,21.3,"No",2.13
"IntelA Processors","Mobile",114,22,107,2,1,7.5,8,21.3,"No",2.16
"IntelA Processors","Mobile",314,22,107,2,12,7.5,8,21.32,"No",2.16
"IntelA Processors","Mobile",313,22,161,4,2,7.5,8.79,17.1,"No",1.6
"IntelA Processors","Mobile",413,22,107,4,2,7.5,8,21.3,"No",1.86
"IntelA Processors","Mobile",114,22,107,4,2,7.5,8,25.6,"No",1.83
"IntelA Processors","Mobile",314,22,107,4,22,7.5,8,21.32,"No",1.83
"IntelA Processors","Mobile",316,14,107,4,22,6,8,21.3,"No",1.1
"IntelA Processors","Mobile",316,14,107,2,22,6,8,21.3,"No",1.1
"IntelA Processors","Mobile",116,14,107,4,22,6,8,21.3,"No",1.6
"IntelA Processors","Mobile",115,14,107,4,22,6,8,21.3,"No",1.6
"IntelA Processors","Mobile",116,14,107,2,22,6,8,17.1,"No",1.6
"IntelA Processors","Mobile",115,14,107,2,22,6,8,21.3,"No",1.6
"IntelA Processors","Mobile",116,14,107,2,22,4,8,21.3,"No",1.04
"IntelA Processors","Mobile",115,14,107,2,22,4,8,21.3,"No",1.04
"IntelA Processors","Mobile",215,14,107,2,2,15,16,25.6,"No",1.7
"IntelA Processors","Mobile",115,14,107,2,2,15,16,25.6,"No",1.7
"IntelA Processors","Mobile",215,14,107,2,2,15,16,25.6,"No",1.9
"IntelA Processors","Mobile",415,14,107,2,2,15,32,34.1,"No",1.6
"IntelA Processors","Mobile",415,14,107,2,2,15,32,34.1,"No",2
"IntelA Processors","Mobile",117,14,107,2,2,15,32,34.1,"No",1.8
"IntelA Processors","Mobile",217,14,52,2,2,6,16,29.8,"No",1.5
"IntelA Processors","Mobile",117,14,107,2,2,15,32,34.1,"No",2.2
"7th Generation","Mobile",316,14,281,4,4,4.5,16,29.8,"Yes",1.2
"7th Generation","Mobile",316,14,281,4,3,15,32,34.1,"Yes",2.5
"7th Generation","Mobile",117,14,304,4,4,15,32,34.1,"Yes",2.2
"7th Generation","Mobile",117,14,346,4,4,28,32,34.1,"Yes",3.1
"7th Generation","Mobile",117,14,315,4,4,28,32,34.1,"Yes",3.3
"7th Generation","Mobile",117,14,250,4,6,45,64,34.1,"No",2.5
"7th Generation","Mobile",117,14,281,4,3,15,32,34.1,"Yes",2.6
"7th Generation","Mobile",117,14,304,4,4,15,32,34.1,"Yes",2.3
"7th Generation","Desktop",117,14,182,4,6,65,64,34.1,"No",3
"7th Generation","Desktop",117,14,225,4,6,35,64,34.1,"No",2.4
"7th Generation","Embedded",117,14,250,4,6,45,64,34.1,"No",2.9
"7th Generation","Mobile",117,14,393,4,6,45,64,34.1,"No",2.8
"7th Generation","Embedded",117,14,250,4,6,25,64,34.1,"No",2.1
"7th Generation","Desktop",117,14,225,4,6,35,64,34.1,"No",2.7
"7th Generation","Desktop",117,14,250,4,6,65,64,34.1,"No",3.4
"7th Generation","Desktop",117,14,234,4,6,65,64,34.1,"No",3.5
"7th Generation","Desktop",117,14,306,4,6,35,64,34.1,"No",2.8
"7th Generation","Desktop",117,14,120,4,6,91,64,34.1,"No",3.8
"IntelA Processors","Mobile",212,22,1096,8,8,55,32,25.6,"Yes",2.9
"IntelA Processors","Desktop",411,32,594,12,12,130,64.23,51.2,"Yes",3.2
"IntelA Processors","Mobile",312,22,1096,8,8,55,32,25.6,"Yes",3
"IntelA Processors","Desktop",411,32,1059,12,15,130,64,51.2,"Yes",3.3
"IntelA Processors","Desktop",412,32,1059,12,15,150,64.45,51.2,"Yes",3.5
"IntelA Processors","Desktop",313,22,332,8,10,130,64,59.7,"Yes",3.7
"IntelA Processors","Mobile",213,22,623,8,8,57,32,25.6,"Yes",3
"IntelA Processors","Desktop",313,22,594,12,12,130,64,59.7,"Yes",3.4
"IntelA Processors","Mobile",114,22,434,8,8,57,32,25.6,"Yes",3.1
"IntelA Processors","Desktop",313,22,1059,12,15,130,64,59.7,"Yes",3.6
"IntelA Processors","Desktop",314,22,423,12,15,140,64,68,"Yes",3.3
"IntelA Processors","Desktop",314,22,1059,12,15,140,64,68,"Yes",3.5
"IntelA Processors","Desktop",314,22,1059,16,20,140,64,68,"Yes",3
"IntelA Processors","Desktop",216,14,1059,12,15,140,128,76.8,"Yes",3.4
"IntelA Processors","Desktop",216,14,1059,12,15,140,128,76.8,"Yes",3.6
"IntelA Processors","Desktop",216,14,1059,16,20,140,128,68,"Yes",3.2
"IntelA Processors","Desktop",216,14,3543,20,25,140,128,76.8,"Yes",3
"IntelA Processors","Desktop",217,14,835,4,6,112,64,34.1,"No",4
"IntelA Processors","Desktop",217,14,372,8,8,112,64,34.1,"Yes",4.3
"IntelA Processors","Desktop",217,14,294,12,8.253,140,128,68,"Yes",3.5
"IntelA Processors","Desktop",217,14,4061,20,13.753,140,128,76.8,"Yes",3.3
"IntelA Processors","Desktop",217,14,4650,16,113,140,128,85,"Yes",3.6
"IntelA Processors","Desktop",317,14,1931,24,16.53,140,128,68,"Yes",2.9
"IntelA Processors","Desktop",317,22,4061,28,19.25,165,128,76.8,"Yes",3.1
"IntelA Processors","Desktop",317,14,2558,32,22,165,128,76.8,"Yes",2.8
"IntelA Processors","Desktop",317,14,7007,36,24.75,165,128,76.8,"Yes",2.6
"8th Generation","Mobile",317,14,409,8,8,15,32,34.1,"Yes",1.9
"8th Generation","Mobile",317,14,297,8,6,15,32,34.1,"Yes",1.7
"7th Generation","Mobile",316,14,393,4,4,15,32,34.1,"Yes",2.7
"7th Generation","Mobile",117,14,415,4,4,15,32,34.1,"Yes",2.4
"7th Generation","Mobile",117,14,281,4,4,28,32,34.1,"Yes",3.5
"7th Generation","Mobile",117,14,393,4,4,15,32,34.1,"Yes",2.8
"7th Generation","Mobile",117,14,415,4,4,15,32,34.1,"Yes",2.5
"7th Generation","Desktop",117,14,261,8,8,35,64,34.1,"Yes",2.9
"7th Generation","Desktop",117,14,261,8,8,91,64,34.1,"Yes",4.2
"7th Generation","Desktop",117,14,568,8,8,65,64,34.1,"Yes",3.6
"7th Generation","Mobile",117,14,378,8,6,45,64,34.1,"Yes",2.8
"7th Generation","Embedded",117,14,378,8,8,45,64,34.1,"Yes",3
"7th Generation","Mobile",117,14,378,8,8,45,64,34.1,"Yes",2.9
"7th Generation","Mobile",117,14,378,8,8,45,64,34.1,"Yes",2.9
"7th Generation","Mobile",117,14,568,8,8,45,64,34.1,"Yes",3.1
"IntelA Processors","Embedded",315,14,2.54,1,542.32629249889,25,64,37.5,"No",0.032
"IntelA Processors","Embedded",214,32,12.85,1,16,2.2,2,1.6,"No",0.4
"IntelA Processors","Embedded",315,14,2.54,1,542.32629249889,0.025,8,42.6,"No",0.033
"Legacy IntelA Processors","Embedded",310,45,19,2,5122,3.3,2,12.8,"Yes",0.6
"IntelA Processors","Mobile",116,14,37,4,2,7.5,8,25.6,"No",1.6
"IntelA Processors","Mobile",411,32,42,4,12,3.5,2.44,10.6,"Yes",1.6
"IntelA Processors","Embedded",414,22,31,2,12,3,8,5.3,"No",1.33
"IntelA Processors","Desktop",311,32,42,2,12,10,4,6.4,"No",1.86
"IntelA Processors","Embedded",317,22,39,2,1,7,16,25.6,"No",1.5
"IntelA Processors","Server",404,130,1614,4,62,122,64,68,"No",1.66
"IntelA Processors","Server",407,130,912,4,62,122,128,68,"No",1.6
"IntelA Processors","Server",107,130,3692,4,1.52,90,16,21,"No",0.9
"IntelA Processors","Server",407,90,1245,4,62,104,128,68,"No",1.6
"IntelA Processors","Server",407,90,696,4,123,75,64,68,"No",1.6
"IntelA Processors","Server",110,65,946,4,103,130,128,85,"Yes",1.6
"IntelA Processors","Server",110,65,1614,8,163,155,4.1,85,"Yes",1.33
"IntelA Processors","Server",110,65,2059,8,203,155,384,85,"Yes",1.46
"IntelA Processors","Server",110,65,2059,8,203,185,4.1,68,"Yes",1.6
"IntelA Processors","Server",110,65,3838,8,243,185,384,85,"Yes",1.73
"IntelA Processors","Server",407,90,910,4,123,104,32,21,"Yes",1.42
"IntelA Processors","Server",407,90,1552,4,83,104,128,68,"No",1.66
"IntelA Processors","Server",407,90,1980,4,183,104,32.77,21,"Yes",1.66
"IntelA Processors","Server",407,90,1980,4,183,104,64,68,"Yes",1.6
"IntelA Processors","Server",407,90,3692,4,243,104,32,21,"Yes",1.66
"IntelA Processors","Server",407,90,3692,4,243,104,64,34.1,"Yes",1.6
"IntelA Processors","Server",407,90,2059,4,243,104,128,68,"Yes",1.66
"IntelA Processors","Server",107,90,1245,4,122,104,4.1,68,"No",1.4
"IntelA Processors","Server",211,90,1980,4,122,104,1.02,68,"No",1.42
"IntelA Processors","Server",313,90,2837,4,82,104,64,85,"No",1.6
"IntelA Processors","Server",406,90,1980,4,182,104,64,68,"No",1.6
"IntelA Processors","Server",305,90,2059,4,242,104,32,21,"No",1.6
"IntelA Processors","Server",107,130,4650,4,32,100,32,21,"No",1
"IntelA Processors","Server",204,130,3692,4,32,97,32,85,"No",1.3
"IntelA Processors","Server",102,130,1980,4,42,91,1.54,85,"No",1.4
"IntelA Processors","Server",404,130,6841,4,42,107,16,17,"No",1.5
"IntelA Processors","Server",407,130,1552,4,62,107,32,25.6,"No",1.5
"IntelA Processors","Server",412,130,1391,4,92,122,128,68,"No",1.6
"IntelA Processors","Server",404,130,1614,4,92,122,64,68,"No",1.66
"IntelA Processors","Server",313,22,43,2,1,6,16,10.7,"No",1.7
"IntelA Processors","Embedded",317,22,64,4,2,10,32,25.6,"No",1.4
"IntelA Processors","Server",313,22,70,4,2,9,32,21.3,"No",1.7
"IntelA Processors","Server",313,22,86,4,2,14,64,25.6,"No",2.4
"IntelA Processors","Server",313,22,150,8,4,12,32,25.6,"No",1.7
"IntelA Processors","Server",313,22,171,8,4,20,64,25.6,"No",2.4
"IntelA Processors","Embedded",214,22,60,2,1,6,16,10.7,"No",1.25
"IntelA Processors","Embedded",313,22,60,2,1,7,16,21,"No",1.7
"IntelA Processors","Embedded",313,22,60,2,1,7,16,21.3,"No",1.7
"IntelA Processors","Embedded",214,22,98,4,2,9.5,32,25.6,"No",1.25
"IntelA Processors","Embedded",313,22,91,4,2,13,32,25.6,"No",1.7
"IntelA Processors","Embedded",313,22,104,4,2,15,64,25.6,"No",2.4
"IntelA Processors","Embedded",313,22,104,4,2,15,64,25.6,"No",2.4
"IntelA Processors","Embedded",313,22,182,8,4,18,32,25.6,"No",2
"IntelA Processors","Embedded",313,22,208,8,4,20,64,25.6,"No",2.4
"IntelA Processors","Embedded",313,22,208,8,4,20,64,25.6,"No",2.4
"IntelA Processors","Server",317,14,449,16,16,31,256,37.5,"No",2
"IntelA Processors","Server",317,14,434,16,16,32,256,34.1,"No",2.1
"IntelA Processors","Server",317,14,389,16,16,24,256,34.1,"No",1.7
"IntelA Processors","Server",317,14,289,12,12,21.5,256,34.1,"No",1.9
"IntelA Processors","Server",317,14,332,12,12,25,256,34.1,"No",2
"IntelA Processors","Server",317,14,323,12,12,25,256,34.1,"No",2.1
"IntelA Processors","Server",317,14,369,12,12,25,256,34.1,"No",2
"IntelA Processors","Server",317,14,193,8,16,25,256,34.1,"No",2.2
