"Product_Collection","Vertical_Segment","Age","Lithography","Recommended_Customer_Price","nb_of_Threads","Cache","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Intel_Hyper_Threading_Technology_","Processor_Base_Frequency"
"Legacy IntelA Processors","Desktop",204,90,32,1,2562,73,16,25,"No",2.8
"Legacy IntelA Processors","Mobile",107,180,307,4,1282,20.6,16.38,21,"No",0.933
"Legacy IntelA Processors","Desktop",100,180,1980,4,1282,23.6,144,25.6,"No",0.733
"Legacy IntelA Processors","Desktop",208,130,1980,4,1282,66.8,144,25.6,"No",2.7
"Legacy IntelA Processors","Mobile",411,90,75,1,12,5.5,16,21.3,"No",1
"Legacy IntelA Processors","Desktop",204,90,12.85,1,2562,73,384,68,"No",2.8
"Legacy IntelA Processors","Mobile",204,180,3692,4,1282,6.5,2,10.66,"No",0.4
"Legacy IntelA Processors","Desktop",106,180,307,4,1282,28,16.38,21,"No",0.95
"Legacy IntelA Processors","Desktop",208,180,856,4,1282,18.3,144,25.6,"No",0.7
"Legacy IntelA Processors","Desktop",100,130,1850,4,1282,62.6,16.38,21.3,"No",2.6
"Legacy IntelA Processors","Mobile",204,90,231,4,5122,5.5,8,6.4,"No",1
"Legacy IntelA Processors","Desktop",404,90,417,4,2562,84,128,68,"No",2.66
"Legacy IntelA Processors","Mobile",212,32,64,2,1.53,17,16,21.3,"Yes",1.5
"Legacy IntelA Processors","Mobile",211,32,93,2,23,35,16,21.3,"No",1.5
"Legacy IntelA Processors","Desktop",311,32,42,2,2,65,32,17,"No",2.4
"Legacy IntelA Processors","Mobile",102,180,1850,4,1282,24,384,85,"No",0.9
"Legacy IntelA Processors","Mobile",207,180,3692,4,1282,23.3,384,85,"No",0.866
"Legacy IntelA Processors","Desktop",204,130,1980,4,2562,34.8,16,21,"No",0.9
"Legacy IntelA Processors","Desktop",404,180,3692,4,1282,17.5,64,68,"No",0.667
"Legacy IntelA Processors","Desktop",102,130,1177,4,1282,61,384,85,"No",2.5
"Legacy IntelA Processors","Mobile",211,90,89,1,5122,5,4,10.6,"No",0.9
"Legacy IntelA Processors","Desktop",404,90,42,1,2562,84,8,17.1,"No",2.66
"Legacy IntelA Processors","Embedded",411,32,98,1,1,10,4.88,10.6,"No",1
"Legacy IntelA Processors","Mobile",111,32,72,2,2,35,16.6,21.3,"No",1.6
"Legacy IntelA Processors","Desktop",311,32,42,2,2,35,32,17,"No",2
"Legacy IntelA Processors","Mobile",203,180,307,4,1282,18.8,16,25.6,"No",0.85
"Legacy IntelA Processors","Mobile",308,130,1177,4,2562,61,64.45,68,"No",2.5
"Legacy IntelA Processors","Desktop",107,180,1177,4,1282,26.7,8,85,"No",0.9
"Legacy IntelA Processors","Desktop",100,180,3692,4,1282,16.5,2,8.5,"No",0.633
"Legacy IntelA Processors","Desktop",110,130,1177,4,1282,59.8,144,25.6,"No",2.4
"Legacy IntelA Processors","Mobile",405,130,1980,4,5122,7,128,85,"No",0.9
"Legacy IntelA Processors","Desktop",204,90,64,2,2562,73,16.38,21.3,"No",2.66
"Legacy IntelA Processors","Embedded",311,32,89,1,1.5,17,16.6,21.3,"No",1.4
"Legacy IntelA Processors","Embedded",211,32,72,2,2,35,16.6,21.3,"No",1.6
"Legacy IntelA Processors","Desktop",311,32,75,2,2,65,32,17,"No",2.5
"Legacy IntelA Processors","Mobile",102,180,1980,4,1282,22,8,17.1,"No",0.8
"Legacy IntelA Processors","Mobile",208,180,3692,4,1282,17.6,144,25.6,"No",0.8
"Legacy IntelA Processors","Mobile",102,130,1177,4,2562,35,144,25.6,"No",2.4
"Legacy IntelA Processors","Desktop",100,180,1850,4,1282,25.7,8,21,"No",0.85
"Legacy IntelA Processors","Desktop",107,180,3587,4,1282,15.8,8,12.8,"No",0.6
"Legacy IntelA Processors","Desktop",107,130,3587,4,1282,58.3,8,17.1,"No",2.3
"Legacy IntelA Processors","Mobile",306,90,107,1,12,21,16.6,21,"No",1.7
"Legacy IntelA Processors","Desktop",404,90,107,1,2562,73,64.45,68,"No",2.66
"Legacy IntelA Processors","Mobile",112,32,12.85,2,23,35,16,21.3,"No",1.6
"Legacy IntelA Processors","Mobile",211,32,134,2,23,17,16,21.3,"No",1.1
"Legacy IntelA Processors","Desktop",212,32,107,2,2,35,32,17,"No",2.1
"Legacy IntelA Processors","Mobile",306,65,134,4,5122,10,16.38,25.6,"No",1
"Legacy IntelA Processors","Mobile",203,130,3692,4,5122,7,144,25.6,"No",0.6
"Legacy IntelA Processors","Mobile",110,130,307,4,2562,35,144,25.6,"No",0.733
"Legacy IntelA Processors","Mobile",100,180,1850,4,1282,15.8,8,12.8,"No",0.75
"Legacy IntelA Processors","Mobile",102,130,856,4,2562,35,144,25.6,"No",2.2
"Legacy IntelA Processors","Desktop",100,180,1980,4,1282,20.8,8,12.8,"No",0.8
"Legacy IntelA Processors","Desktop",100,180,3587,4,1282,19.2,8,85,"No",0.566
"Legacy IntelA Processors","Desktop",102,130,1850,4,1282,57.1,16.38,21.3,"No",2.2
"Legacy IntelA Processors","Mobile",206,90,72,1,12,21,144,17,"No",1.6
"Legacy IntelA Processors","Desktop",204,90,32,1,2562,84,384,85,"No",2.53
"Legacy IntelA Processors","Mobile",312,32,75,2,2,35,16,21.3,"No",1.7
"Legacy IntelA Processors","Embedded",211,32,111,2,2,17,16.6,21.3,"No",1.1
"Legacy IntelA Processors","Desktop",212,32,42,2,2,65,32,17,"No",2.6
"Legacy IntelA Processors","Mobile",107,65,125,2,12,27,8,17.1,"No",1.73
"Legacy IntelA Processors","Mobile",311,65,68,1,12,5.5,4,5.3,"No",1.2
"Legacy IntelA Processors","Mobile",102,180,1100,4,1282,20.6,144,25.6,"No",0.733
"Legacy IntelA Processors","Mobile",209,180,3692,4,1282,15,144,25.6,"No",0.7
"Legacy IntelA Processors","Mobile",109,130,3587,4,2562,32,144,25.6,"No",2
"Legacy IntelA Processors","Desktop",106,250,1980,4,1282,28.3,8,85,"No",0.533
"Legacy IntelA Processors","Desktop",110,130,1980,4,1282,55.5,144,25.6,"No",2.1
"Legacy IntelA Processors","Desktop",204,130,1177,4,2562,34.8,16.38,21,"No",1.4
"Legacy IntelA Processors","Mobile",210,130,1850,4,5122,7,8,12.8,"No",0.8
"Legacy IntelA Processors","Mobile",204,90,75,1,12,21,8,12.8,"No",1.5
"Legacy IntelA Processors","Desktop",404,90,107,1,2562,84,8,17.1,"No",2.53
"Legacy IntelA Processors","Mobile",312,32,161,2,23,35,16,21.3,"No",1.8
"Legacy IntelA Processors","Mobile",311,32,32,2,23,17,16,21.3,"No",1.2
"Legacy IntelA Processors","Desktop",312,32,84,2,2,35,32,17,"No",2.2
"Legacy IntelA Processors","Mobile",310,65,107,1,1282,20.7,16,21.3,"No",0.466
"Legacy IntelA Processors","Desktop",308,65,64,1,5122,35,16.6,21.3,"No",2.2
"Legacy IntelA Processors","Mobile",307,65,93,1,12,5.5,2,6.4,"No",0.93
"Legacy IntelA Processors","Mobile",307,65,20,1,12,30,8,17.1,"No",1.86
"Legacy IntelA Processors","Mobile",102,180,1100,4,1282,14,8.01,10.6,"No",0.65
"Legacy IntelA Processors","Mobile",110,130,1850,4,2562,66.1,144,25.6,"No",1.8
"Legacy IntelA Processors","Mobile",107,130,3692,4,2562,19,16.38,21,"No",1.33
"Legacy IntelA Processors","Desktop",204,250,1980,4,1282,27,144,25.6,"No",0.5
"Legacy IntelA Processors","Desktop",102,130,1850,4,1282,52.8,384,85,"No",2
"Legacy IntelA Processors","Desktop",404,130,856,4,2562,33.4,16,21,"No",1.3
"Legacy IntelA Processors","Mobile",106,65,281,4,12,5.5,16,21.3,"No",1.06
"Legacy IntelA Processors","Mobile",106,90,42,1,12,21,16,21.3,"No",1.4
"Legacy IntelA Processors","Desktop",204,90,42,1,2562,84,16.38,17,"No",2.53
"Legacy IntelA Processors","Desktop",312,32,52,2,2,65,32,17,"No",2.7
"Legacy IntelA Processors","Mobile",112,32,156,2,23,17,16,21.3,"No",1.3
"Legacy IntelA Processors","Mobile",311,32,86,2,23,35,16,21.3,"No",1.9
"Legacy IntelA Processors","Mobile",311,32,37,1,1.53,35,16,21.3,"No",1.6
"Legacy IntelA Processors","Desktop",311,32,29,1,1,35,32,17,"No",1.6
"Legacy IntelA Processors","Mobile",317,90,1223,4,1282,19.4,64.23,68,"No",0.433
"Legacy IntelA Processors","Desktop",310,45,52,2,1,65,8,17.1,"No",2.7
"Legacy IntelA Processors","Mobile",408,65,75,2,12,35,16.6,17,"No",1.83
"Legacy IntelA Processors","Mobile",306,65,275,4,12,31,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",107,180,856,4,1282,13,2.93,12.8,"No",0.6
"Legacy IntelA Processors","Mobile",106,130,3692,4,2562,30,16.38,85,"No",1.7
"Legacy IntelA Processors","Desktop",299,250,3692,4,1282,24.1,144,25.6,"No",0.433
"Legacy IntelA Processors","Desktop",100,130,1980,4,2562,32.1,16,21.3,"No",1.2
"Legacy IntelA Processors","Mobile",106,65,415,4,12,27,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",302,90,107,1,12,21,16.38,17,"No",1.3
"Legacy IntelA Processors","Desktop",204,90,339,4,2562,73,8,85,"No",2.53
"Legacy IntelA Processors","Mobile",212,32,107,2,23,17,16,21.3,"No",1.4
"Legacy IntelA Processors","Mobile",112,32,77,1,1.53,35,16,21.3,"No",1.7
"Legacy IntelA Processors","Desktop",411,32,37,2,1.5,35,32,17,"Yes",1.8
"Legacy IntelA Processors","Mobile",100,180,307,4,1282,13.8,2,12.8,"No",0.4
"Legacy IntelA Processors","Desktop",110,45,42,2,1,65,16.38,21.3,"No",2.6
"Legacy IntelA Processors","Mobile",310,45,75,2,1,35,16.38,21.3,"No",2.1
"Legacy IntelA Processors","Mobile",408,65,74,2,12,35,8,17.1,"No",1.66
"Legacy IntelA Processors","Desktop",108,65,601,4,5122,65,144,25.6,"No",1.6
"Legacy IntelA Processors","Mobile",108,65,281,4,12,31,8,17.1,"No",2.13
"Legacy IntelA Processors","Mobile",106,65,696,4,5122,27,16,21,"No",1.33
"Legacy IntelA Processors","Mobile",106,180,3692,4,1282,24.4,144,25.6,"No",0.55
"Legacy IntelA Processors","Mobile",204,130,3692,4,2562,30,8,17.1,"No",1.6
"Legacy IntelA Processors","Desktop",104,250,856,4,1282,23.7,8,17.1,"No",0.4
"Legacy IntelA Processors","Mobile",110,130,856,4,2562,24.4,128,85,"No",1.2
"Legacy IntelA Processors","Desktop",100,130,1100,4,1282,66.1,8,17.1,"No",1.8
"Legacy IntelA Processors","Desktop",204,130,3692,4,2562,28.9,8,85,"No",1.1
"Legacy IntelA Processors","Mobile",106,65,315,4,12,27,8,17.1,"No",1.86
"Legacy IntelA Processors","Mobile",100,130,1980,4,5122,24.5,16,85,"No",1.5
"Legacy IntelA Processors","Desktop",204,90,2059,4,2562,73,384,68,"No",2.4
"Legacy IntelA Processors","Desktop",312,32,37,2,1.5,35,32,17,"Yes",1.9
"Legacy IntelA Processors","Mobile",312,32,52,2,23,17,16,21.3,"No",1.5
"Legacy IntelA Processors","Embedded",212,32,90,2,1.53,10,16,21.3,"Yes",1.3
"Legacy IntelA Processors","Mobile",310,32,42,2,2,35,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",111,32,134,2,2,18,8,12.8,"No",1.2
"Legacy IntelA Processors","Mobile",100,180,1980,4,1282,13.1,2,12.8,"No",0.366
"Legacy IntelA Processors","Mobile",110,45,32,2,1,35,8,4.2,"No",2
"Legacy IntelA Processors","Desktop",309,45,47,2,12,65,16.6,21.3,"No",2.5
"Legacy IntelA Processors","Mobile",109,45,34,1,12,35,16.38,21.3,"No",2.2
"Legacy IntelA Processors","Mobile",309,45,29,1,12,10,4,10.6,"No",1.3
"Legacy IntelA Processors","Mobile",208,65,232,4,12,31,16.38,21,"No",2.26
"Legacy IntelA Processors","Desktop",208,65,107,2,5122,65,144,21.3,"No",2
"Legacy IntelA Processors","Desktop",306,65,107,1,5122,35,64,68,"No",2
"Legacy IntelA Processors","Mobile",100,180,1980,4,1282,13.1,8,17.1,"No",0.5
"Legacy IntelA Processors","Mobile",204,130,3692,4,2562,30,144,25.6,"No",1.5
"Legacy IntelA Processors","Desktop",199,250,3587,4,1282,21.7,8,85,"No",0.366
"Legacy IntelA Processors","Mobile",102,130,3692,4,2562,23.8,8,17.1,"No",1.13
"Legacy IntelA Processors","Desktop",102,130,307,4,1282,63.5,384,68,"No",1.7
"Legacy IntelA Processors","Mobile",208,65,60,1,12,27,16,21.3,"No",1.73
"Legacy IntelA Processors","Desktop",100,180,3587,4,1282,33,8,21,"No",1.1
"Legacy IntelA Processors","Mobile",109,130,1100,4,5122,24.5,144,25.6,"No",1.4
"Legacy IntelA Processors","Desktop",204,90,2059,4,2562,73,128,85,"No",2.26
"Legacy IntelA Processors","Desktop",213,32,37,2,1.5,35,32,17,"Yes",2
"Legacy IntelA Processors","Mobile",311,32,64,1,1.53,17,16,21.3,"No",1.3
"Legacy IntelA Processors","Mobile",111,45,9.62,1,12,35,16,21.3,"No",2.3
"Legacy IntelA Processors","Mobile",110,32,105,2,2,18,8,17.1,"No",1.06
"Legacy IntelA Processors","Mobile",210,65,64,2,1282,11.8,2,10.6,"No",0.3
"Legacy IntelA Processors","Desktop",402,90,107,1,2562,84,16,21,"No",2.4
"Legacy IntelA Processors","Mobile",110,32,68,2,2,35,8,17.1,"No",1.86
"Legacy IntelA Processors","Desktop",309,45,47,2,12,65,8.79,17.1,"No",2.4
"Legacy IntelA Processors","Mobile",308,45,87,1,12,10,4,5.3,"No",1.2
"Legacy IntelA Processors","Mobile",306,65,72,1,12,31,8,17.1,"No",2
"Legacy IntelA Processors","Desktop",306,65,47,2,5122,65,32,25,"No",2.2
"Legacy IntelA Processors","Desktop",207,65,37,1,5122,35,16.38,17,"No",1.8
"Legacy IntelA Processors","Mobile",306,65,134,4,12,30,8,17.1,"No",1.73
"Legacy IntelA Processors","Desktop",107,65,161,4,12,27,144,34.1,"No",1.83
"Legacy IntelA Processors","Mobile",102,180,3692,4,1282,15.5,1,12.8,"No",0.45
"Legacy IntelA Processors","Mobile",204,130,1177,4,2562,30,144,25.6,"No",1.4
"Legacy IntelA Processors","Mobile",110,130,3692,4,2562,23.2,144,25.6,"No",1.06
"Legacy IntelA Processors","Desktop",100,250,3692,4,1282,19.7,8,85,"No",0.333
"Legacy IntelA Processors","Desktop",299,130,1980,4,2562,27.8,128,85,"No",1
"Legacy IntelA Processors","Mobile",106,65,107,1,12,27,8,10.6,"No",1.6
"Legacy IntelA Processors","Mobile",203,130,3692,4,5122,24.5,8,17.1,"No",1.3
"Legacy IntelA Processors","Desktop",304,90,29,1,2562,73,64,68,"No",2.26
"Legacy IntelA Processors","Embedded",113,22,95,1,1,17,16,25.6,"No",1.5
"Legacy IntelA Processors","Mobile",112,32,64,1,1.53,17,16,21.3,"No",1.4
"Legacy IntelA Processors","Mobile",111,45,107,1,12,10,8,12.8,"No",1.4
"Legacy IntelA Processors","Mobile",308,180,307,4,1282,9.8,2,12.8,"No",0.266
"Legacy IntelA Processors","Mobile",210,32,134,2,2,18,8,12.8,"No",1.06
"Legacy IntelA Processors","Embedded",110,45,153,2,23,30,32,21,"Yes",1.33
"Legacy IntelA Processors","Mobile",110,32,68,2,2,35,8,17.1,"No",1.86
"Legacy IntelA Processors","Mobile",309,45,134,2,1,10,8,12.8,"No",1.2
"Legacy IntelA Processors","Mobile",308,45,62,2,12,35,16.38,21.3,"No",1.9
"Legacy IntelA Processors","Mobile",308,45,161,4,12,5.5,8,5.3,"No",1.2
"Legacy IntelA Processors","Mobile",308,65,22,1,12,31,8,17.1,"No",2.16
"Legacy IntelA Processors","Desktop",209,65,58,2,5122,65,8,17.1,"No",2.4
"Legacy IntelA Processors","Desktop",407,65,90,1,5122,19,128,68,"No",1.2
"Legacy IntelA Processors","Desktop",106,65,75,1,12,27,8,17.1,"No",1.66
"Legacy IntelA Processors","Desktop",207,65,268,2,5122,35,384,85,"No",1.6
"Legacy IntelA Processors","Mobile",107,65,281,4,12,30,8,17.1,"No",1.6
"Legacy IntelA Processors","Mobile",102,130,3587,4,2562,20.8,144,25.6,"No",1.2
"Legacy IntelA Processors","Mobile",111,130,1980,4,2562,22,128,85,"No",1
"Legacy IntelA Processors","Desktop",199,250,856,4,1282,17.8,4,12.8,"No",0.3
"Legacy IntelA Processors","Desktop",110,180,1177,4,1282,29,144,25.6,"No",1
"Legacy IntelA Processors","Mobile",106,65,161,4,12,27,8,17.1,"No",1.46
"Legacy IntelA Processors","Mobile",106,130,3587,4,5122,24.5,16.38,21,"No",1.2
"Legacy IntelA Processors","Desktop",405,90,494,4,2562,73,16.6,21.3,"No",2.13
"IntelA Processors","Server",317,14,1266,8,113,85,768,68,"No",1.7
"IntelA Processors","Server",317,14,1107,16,113,85,768,68,"Yes",1.8
"IntelA Processors","Server",317,14,501,16,113,70,768,68,"Yes",2
"IntelA Processors","Server",317,14,1266,16,113,85,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,441,8,8.253,85,768,59,"Yes",2.6
"IntelA Processors","Server",317,14,773,20,13.753,85,768,68.3,"Yes",2.2
"IntelA Processors","Server",317,14,1477,20,13.753,85,768,68.3,"Yes",2.2
"IntelA Processors","Server",317,14,883,24,16.53,85,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,773,24,16.53,85,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,1221,20,13.753,85,768,68,"Yes",2.4
"IntelA Processors","Server",317,14,1273,24,16.53,105,768,68.3,"Yes",2.3
"IntelA Processors","Server",317,14,1299,28,19.253,85,768,68,"Yes",1.9
"IntelA Processors","Server",317,14,1502,28,19.253,105,768,68.3,"Yes",2.2
"IntelA Processors","Server",317,14,996,8,16.53,105,768,59,"Yes",3.6
"IntelA Processors","Server",317,14,1727,28,19.253,105,768,68,"Yes",2.2
"IntelA Processors","Server",317,14,1776,24,19.253,125,768,68,"Yes",2.6
"IntelA Processors","Server",317,14,1931,24,19.253,135,768,68,"Yes",2.6
"IntelA Processors","Server",317,14,1865,24,19.253,125,768,68,"Yes",2.6
"IntelA Processors","Server",317,14,1552,12,19.253,115,768,68,"Yes",3.4
"IntelA Processors","Server",317,14,1846,32,223,125,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,2049,32,223,135,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,1988,32,223,125,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,2111,28,19.253,140,768,68,"Yes",2.6
"IntelA Processors","Server",317,14,5217,16,24.753,130,1.5,68,"Yes",3.2
"IntelA Processors","Server",317,14,2057,16,24.753,130,768,68,"Yes",3.2
"IntelA Processors","Server",317,14,2460,24,24.753,150,768,68,"Yes",3
"IntelA Processors","Server",317,14,4172,40,27.53,125,768,76.8,"Yes",2
"IntelA Processors","Server",317,14,2767,40,27.53,135,768,76.8,"Yes",2
"IntelA Processors","Server",317,14,2742,40,27.53,125,768,76.8,"Yes",2
"IntelA Processors","Server",317,14,3227,36,24.753,140,768,68,"Yes",2.3
"IntelA Processors","Server",317,14,5448,36,24.753,140,1.5,76.8,"Yes",2.3
"IntelA Processors","Server",317,14,4936,32,223,150,768,76.8,"Yes",2.6
"IntelA Processors","Server",317,14,5949,32,223,150,1.5,68,"Yes",2.6
"IntelA Processors","Server",317,14,2925,16,24.753,150,768,68,"Yes",3.5
"IntelA Processors","Server",317,14,3101,32,223,160,768,76.8,"Yes",2.6
"IntelA Processors","Server",317,14,3286,24,24.753,165,768,68,"Yes",3.2
"IntelA Processors","Server",317,14,2460,40,27.53,150,768,68,"Yes",2.4
"IntelA Processors","Server",317,14,3227,40,27.53,160,768,76.8,"Yes",2.4
"IntelA Processors","Server",317,14,3358,36,24.753,165,768,68,"Yes",2.7
"IntelA Processors","Server",317,14,4227,44,30.253,140,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,3543,36,24.753,200,768,68,"Yes",3
"IntelA Processors","Server",317,14,3115,32,223,125,768,68,"Yes",2
"IntelA Processors","Server",317,14,7007,8,16.53,105,768,59.7,"Yes",3.6
"IntelA Processors","Server",317,14,7007,24,24.753,150,768,68,"Yes",3
"IntelA Processors","Server",317,14,7704,48,333,150,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,4856,48,333,160,768,68,"Yes",2.1
"IntelA Processors","Server",317,14,4936,48,333,150,768,76.8,"Yes",2.1
"IntelA Processors","Server",317,14,7704,48,333,150,1.5,68,"Yes",2.1
"IntelA Processors","Server",317,14,6619,52,35.753,150,768,115.2,"Yes",2
"IntelA Processors","Server",317,14,5890,48,333,205,768,68,"Yes",2.7
"IntelA Processors","Server",317,14,5506,52,35.753,165,768,102,"Yes",2.1
"IntelA Processors","Server",317,14,10409,52,35.753,165,1.5,115.2,"Yes",2.1
"IntelA Processors","Server",317,14,8719,56,38.53,165,768,115.2,"Yes",2.1
"IntelA Processors","Server",317,14,5339,56,38.53,173,768,115.2,"Yes",2.1
"IntelA Processors","Server",317,14,11722,56,38.53,165,1.5,102,"Yes",2.1
"IntelA Processors","Server",317,14,10009,56,38.53,205,768,115.2,"Yes",2.5
"IntelA Processors","Server",317,14,13011,56,38.53,205,1.5,115.2,"Yes",2.5
"IntelA Processors","Server",216,14,2170,28,35,115,3.07,85,"Yes",2
"IntelA Processors","Server",216,14,1502,20,25,115,3.07,85,"Yes",2
"IntelA Processors","Server",216,14,3003,32,40,115,3.07,85,"Yes",2.1
"IntelA Processors","Server",216,14,4061,36,45,140,3.07,85,"Yes",2.2
"IntelA Processors","Server",216,14,4672,36,45,165,3.07,85,"Yes",2.4
"IntelA Processors","Server",216,14,4672,40,50,140,3.07,85,"Yes",2.1
"IntelA Processors","Server",216,14,5895,44,55,150,3.07,85,"Yes",2.2
"IntelA Processors","Server",216,14,7174,48,60,165,3.07,85,"Yes",2.2
"IntelA Processors","Server",216,14,6841,20,60,165,3.07,85,"Yes",2.8
"IntelA Processors","Server",216,14,6841,8,60,140,3.07,85,"Yes",3.2
"IntelA Processors","Server",117,14,8898,48,60,165,3.07,85,"Yes",2.4
"IntelA Processors","Server",215,22,2170,24,30,115,1.54,85,"Yes",2.1
"IntelA Processors","Server",215,22,1502,20,25,115,1.54,85,"Yes",1.9
"IntelA Processors","Server",215,22,3003,28,35,115,1.54,85,"Yes",2.2
"IntelA Processors","Server",215,22,4061,32,40,140,1.54,85,"Yes",2.2
"IntelA Processors","Server",215,22,4672,32,45,165,1.54,85,"Yes",2.5
"IntelA Processors","Server",215,22,4672,36,45,140,1.54,85,"Yes",2.1
"IntelA Processors","Server",215,22,5895,36,45,150,1.54,85,"Yes",2.3
"IntelA Processors","Server",215,22,6063,36,45,115,1.54,85,"Yes",2
"IntelA Processors","Server",215,22,7174,36,45,165,1.54,85,"Yes",2.5
"IntelA Processors","Server",215,22,6841,20,45,165,1.54,85,"Yes",2.8
"IntelA Processors","Server",215,22,6841,8,45,140,1.54,85,"Yes",3.2
"IntelA Processors","Server",114,22,4227,30,30,130,1.54,85,"Yes",2.3
"IntelA Processors","Server",114,22,5339,30,37.5,130,1.54,85,"Yes",2.5
"IntelA Processors","Server",114,22,6451,30,37.5,155,1.54,85,"Yes",2.8
"IntelA Processors","Server",114,22,1223,12,12,105,1.54,68,"Yes",1.9
"IntelA Processors","Server",114,22,1446,16,16,105,1.54,68,"Yes",2
"IntelA Processors","Server",114,22,2059,20,20,105,1.54,68,"Yes",2.2
"IntelA Processors","Server",114,22,2837,24,24,105,1.54,68,"Yes",2.3
"IntelA Processors","Server",114,22,3838,24,30,130,1.54,85,"Yes",2.6
"IntelA Processors","Server",114,22,4394,30,30,130,1.54,85,"Yes",2.3
"IntelA Processors","Server",114,22,5506,30,37.5,130,1.54,85,"Yes",2.5
"IntelA Processors","Server",114,22,6619,30,37.5,155,1.54,85,"Yes",2.8
"IntelA Processors","Server",114,22,6841,12,37.5,155,1.54,85,"Yes",3.4
"IntelA Processors","Server",114,22,6841,20,37.5,155,1.54,85,"Yes",3.2
"IntelA Processors","Server",114,22,6841,30,37.5,155,1.54,85,"Yes",2.8
"IntelA Processors","Server",114,22,5729,30,37.5,105,1.54,85,"Yes",2.2
"IntelA Processors","Server",114,22,5729,30,37.5,130,1.54,85,"Yes",2.5
"IntelA Processors","Server",114,22,4616,30,30,130,1.54,85,"Yes",2.3
"IntelA Processors","Server",114,22,3838,12,30,130,1.54,85,"No",3
"IntelA Processors","Server",114,22,3059,24,24,105,1.54,68,"Yes",2.3
"IntelA Processors","Server",211,32,1334,16,18,105,1.02,51.2,"Yes",2
"IntelA Processors","Server",211,32,1779,16,24,105,1.02,51.2,"Yes",2.13
"IntelA Processors","Server",211,32,2558,20,24,130,1.02,51.2,"Yes",2
"IntelA Processors","Server",211,32,3670,20,24,130,1.02,51.2,"Yes",2.26
"IntelA Processors","Server",211,32,4227,20,30,130,1.02,85,"Yes",2.4
"IntelA Processors","Server",211,32,890,12,18,95,2.05,34.1,"Yes",1.86
"IntelA Processors","Server",211,32,1446,16,18,105,2.05,51.2,"Yes",2
"IntelA Processors","Server",211,32,2059,16,24,105,2.05,51.2,"Yes",2.13
"IntelA Processors","Server",211,32,2837,20,24,130,2.05,51.2,"Yes",2
"IntelA Processors","Server",211,32,3838,20,24,130,2.05,51.2,"Yes",2.26
"IntelA Processors","Server",211,32,4394,20,30,130,2.05,85,"Yes",2.4
"IntelA Processors","Server",211,32,2280,16,24,105,4.1,51.2,"Yes",2.13
"IntelA Processors","Server",211,32,2280,8,24,130,4.1,51.2,"No",2.66
"IntelA Processors","Server",211,32,3059,20,24,130,4.1,51.2,"Yes",2
"IntelA Processors","Server",211,32,4061,20,24,130,4.1,51.2,"Yes",2.26
"IntelA Processors","Server",211,32,4172,20,30,105,4.1,68,"Yes",2.13
"IntelA Processors","Server",211,32,4616,20,30,130,4.1,85,"Yes",2.4
"4th - 6th Generations","Mobile",115,14,393,4,4,15,16,25.6,"Yes",2.6
"4th - 6th Generations","Mobile",115,14,426,4,4,15,16,25.6,"Yes",2.2
"4th - 6th Generations","Desktop",215,14,363,8,6,65,32,25.6,"Yes",3.3
"4th - 6th Generations","Desktop",215,14,348,8,6,65,32,29.86,"Yes",3.3
"4th - 6th Generations","Mobile",215,14,378,8,6,47,32,25.6,"Yes",2.7
"4th - 6th Generations","Embedded",215,14,378,8,6,47,32,25.6,"Yes",2.6
"4th - 6th Generations","Mobile",215,14,434,8,6,47,32,25.6,"Yes",2.5
"4th - 6th Generations","Embedded",215,14,435,8,6,47,32,25.6,"Yes",2.7
"4th - 6th Generations","Mobile",215,14,434,8,6,47,32,25.6,"Yes",2.7
"4th - 6th Generations","Mobile",215,14,623,8,6,47,32,25.6,"Yes",2.9
"4th - 6th Generations","Mobile",115,14,393,4,4,15,16,25.6,"Yes",2.4
"4th - 6th Generations","Mobile",315,14,281,4,4,4.5,16,29.8,"Yes",0.9
"4th - 6th Generations","Desktop",415,14,117,4,3,54,64,34.1,"Yes",3.6
"4th - 6th Generations","Mobile",315,14,304,4,4,28,32,34.1,"Yes",3.1
"4th - 6th Generations","Mobile",315,14,304,4,4,28,32,34.1,"Yes",2.9
"7th Generation","Mobile",316,14,281,4,4,4.5,16,29.8,"Yes",1
"7th Generation","Mobile",117,14,225,4,3,35,64,34.1,"Yes",3
"7th Generation","Mobile",316,14,281,4,3,15,32,34.1,"Yes",2.4
"7th Generation","Mobile",117,14,275,4,3,28,32,34.1,"Yes",2.8
"7th Generation","Desktop",117,14,117,4,3,51,64,34.1,"Yes",3.9
"7th Generation","Embedded",117,14,225,4,3,35,64,34.1,"Yes",2.9
"7th Generation","Desktop",117,14,117,4,3,35,64,34.1,"Yes",3.4
